-3.341069815380001140e-01,1.802379281644080899e+00,-1.182199181041554588e-02,-3.705491732719393694e-01,-3.711104239479841582e-01,-5.889306177268468501e-01,5.044088541806192039e-01,2.115599650525948894e-01,-3.175089100856255397e-01
-3.143107580628454745e-01,-1.053270647714387387e+00,-1.452677319312978277e-01,-1.166125025698862144e-01,-3.221167996637714359e-01,-2.353431970101714232e-01,-1.259966578394008663e-01,-3.913794928773975945e-01,-3.175089100856255397e-01
1.000767595255890319e+00,1.553362924499466891e+00,-5.134381147502483644e-01,-3.901913112084781088e-01,-3.044144131039537293e-01,-2.756805559072286749e-01,-3.122607766215841907e-01,-4.813040289143672990e-01,-3.175089100856255397e-01
-8.713460309252742952e-01,-8.588229816590190469e-01,1.155695150075490008e-01,-1.048860751471730607e-01,-3.880184726243363080e-01,-7.631134346186602135e-01,1.323985277021058060e+00,1.386742392514632938e+00,-3.175089100856255397e-01
-6.825205147007221695e-01,2.178805094537204778e-02,5.075793729930511144e-02,-2.194748693097109682e-01,-3.725005152101192873e-01,-6.051126114442403336e-01,5.144534045621063090e-01,2.491175975729658099e-01,-3.175089100856255397e-01
3.276959971006318528e-01,3.238472989795610490e-01,-4.195730950249355051e-01,-3.052236531117309415e-01,-3.941178525925222442e-01,-8.755454538122799946e-01,2.419537304228383423e+00,3.519688622190782823e+00,-3.175089100856255397e-01
7.525534086058741634e-01,-9.798500318525841246e-01,-5.979361327712684471e-01,-2.238816742835047502e-01,-3.866000121666186562e-01,-6.136451622463542366e-01,1.161956416770213218e+00,8.766620321646335645e-01,-3.175089100856255397e-01
-1.492407100084789107e-01,8.882349110772155276e-01,-2.369211940266950644e-02,-2.594194711445718116e-01,-3.488973331529820476e-01,-6.081028349693964330e-01,1.547749404565795517e-01,2.922693415141959170e-02,-3.175089100856255397e-01
-1.489361527242457628e-01,-1.030642798481573807e+00,-1.129211115540352910e-02,-9.850051055225392260e-02,-2.896056859185955346e-01,-6.915590715202875327e-02,-2.011709169874442982e-01,-4.419564721178959599e-01,-3.175089100856255397e-01
1.208475663102897668e+00,-1.842724583599400223e-01,-7.501933217483730543e-01,-2.410006593967205790e-01,-2.456050424319771441e-01,1.377971754402041171e-01,-4.942883979190795252e-01,-6.292866777797260225e-01,-3.175089100856255397e-01
